gain	0	1	-100
gain	1	0	-100
gain	0	2	-100
gain	2	0	-100
gain	0	3	-100
gain	3	0	-100
gain	0	4	-100
gain	4	0	-100
gain	0	5	-100
gain	5	0	-100
gain	0	6	-100
gain	6	0	-100
gain	0	7	-100
gain	7	0	-100
gain	0	8	-100
gain	8	0	-100
gain	0	9	-100
gain	9	0	-100
gain	0	10	-100
gain	10	0	-100
gain	0	11	-100
gain	11	0	-100
gain	0	12	-100
gain	12	0	-100
gain	1	2	-80
gain	2	1	-80
gain	1	3	-80
gain	3	1	-80
gain	1	4	-80
gain	4	1	-80
gain	1	5	-80
gain	5	1	-80
gain	1	6	-100
gain	6	1	-100
gain	1	7	-100
gain	7	1	-100
gain	1	8	-100
gain	8	1	-100
gain	1	9	-100
gain	9	1	-100
gain	1	10	-100
gain	10	1	-100
gain	1	11	-100
gain	11	1	-100
gain	1	12	-100
gain	12	1	-100
gain	2	3	-80
gain	3	2	-80
gain	2	4	-80
gain	4	2	-80
gain	2	5	-100
gain	5	2	-100
gain	2	6	-80
gain	6	2	-80
gain	2	7	-80
gain	7	2	-80
gain	2	8	-100
gain	8	2	-100
gain	2	9	-100
gain	9	2	-100
gain	2	10	-100
gain	10	2	-100
gain	2	11	-100
gain	11	2	-100
gain	2	12	-100
gain	12	2	-100
gain	3	4	-100
gain	4	3	-100
gain	3	5	-100
gain	5	3	-100
gain	3	6	-100
gain	6	3	-100
gain	3	7	-80
gain	7	3	-80
gain	3	8	-100
gain	8	3	-100
gain	3	9	-100
gain	9	3	-100
gain	3	10	-100
gain	10	3	-100
gain	3	11	-100
gain	11	3	-100
gain	3	12	-100
gain	12	3	-100
gain	4	5	-100
gain	5	4	-100
gain	4	6	-100
gain	6	4	-100
gain	4	7	-100
gain	7	4	-100
gain	4	8	-100
gain	8	4	-100
gain	4	9	-100
gain	9	4	-100
gain	4	10	-100
gain	10	4	-100
gain	4	11	-100
gain	11	4	-100
gain	4	12	-100
gain	12	4	-100
gain	5	6	-100
gain	6	5	-100
gain	5	7	-100
gain	7	5	-100
gain	5	8	-100
gain	8	5	-100
gain	5	9	-100
gain	9	5	-100
gain	5	10	-100
gain	10	5	-100
gain	5	11	-100
gain	11	5	-100
gain	5	12	-100
gain	12	5	-100
gain	6	7	-80
gain	7	6	-80
gain	6	8	-80
gain	8	6	-80
gain	6	9	-100
gain	9	6	-100
gain	6	10	-100
gain	10	6	-100
gain	6	11	-100
gain	11	6	-100
gain	6	12	-100
gain	12	6	-100
gain	7	8	-80
gain	8	7	-80
gain	7	9	-80
gain	9	7	-80
gain	7	10	-100
gain	10	7	-100
gain	7	11	-100
gain	11	7	-100
gain	7	12	-100
gain	12	7	-100
gain	8	9	-80
gain	9	8	-80
gain	8	10	-80
gain	10	8	-80
gain	8	11	-100
gain	11	8	-100
gain	8	12	-100
gain	12	8	-100
gain	9	10	-80
gain	10	9	-80
gain	9	11	-80
gain	11	9	-80
gain	9	12	-80
gain	12	9	-80
gain	10	11	-80
gain	11	10	-80
gain	10	12	-100
gain	12	10	-100
gain	11	12	-80
gain	12	11	-80
