gain	0	1	-100
gain	1	0	-100
gain	0	2	-100
gain	2	0	-100
gain	0	3	-100
gain	3	0	-100
gain	0	4	-100
gain	4	0	-100
gain	0	5	-100
gain	5	0	-100
gain	0	6	-100
gain	6	0	-100
gain	0	7	-100
gain	7	0	-100
gain	0	8	-100
gain	8	0	-100
gain	0	9	-100
gain	9	0	-100
gain	0	10	-100
gain	10	0	-100
gain	0	11	-100
gain	11	0	-100
gain	0	12	-100
gain	12	0	-100
gain	0	13	-100
gain	13	0	-100
gain	0	14	-100
gain	14	0	-100
gain	0	15	-100
gain	15	0	-100
gain	0	16	-100
gain	16	0	-100
gain	0	17	-100
gain	17	0	-100
gain	0	18	-100
gain	18	0	-100
gain	0	19	-100
gain	19	0	-100
gain	0	20	-100
gain	20	0	-100
gain	0	21	-100
gain	21	0	-100
gain	0	22	-100
gain	22	0	-100
gain	0	23	-100
gain	23	0	-100
gain	0	24	-100
gain	24	0	-100
gain	0	25	-100
gain	25	0	-100
gain	0	26	-100
gain	26	0	-100
gain	0	27	-100
gain	27	0	-100
gain	0	28	-100
gain	28	0	-100
gain	0	29	-100
gain	29	0	-100
gain	0	30	-100
gain	30	0	-100
gain	0	31	-100
gain	31	0	-100
gain	0	32	-100
gain	32	0	-100
gain	1	2	-70
gain	2	1	-70
gain	1	3	-70
gain	3	1	-70
gain	1	4	-70
gain	4	1	-70
gain	1	5	-70
gain	5	1	-70
gain	1	6	-100
gain	6	1	-100
gain	1	7	-100
gain	7	1	-100
gain	1	8	-100
gain	8	1	-100
gain	1	9	-100
gain	9	1	-100
gain	1	10	-100
gain	10	1	-100
gain	1	11	-100
gain	11	1	-100
gain	1	12	-100
gain	12	1	-100
gain	1	13	-100
gain	13	1	-100
gain	1	14	-100
gain	14	1	-100
gain	1	15	-100
gain	15	1	-100
gain	1	16	-100
gain	16	1	-100
gain	1	17	-100
gain	17	1	-100
gain	1	18	-100
gain	18	1	-100
gain	1	19	-100
gain	19	1	-100
gain	1	20	-100
gain	20	1	-100
gain	1	21	-100
gain	21	1	-100
gain	1	22	-100
gain	22	1	-100
gain	1	23	-100
gain	23	1	-100
gain	1	24	-100
gain	24	1	-100
gain	1	25	-100
gain	25	1	-100
gain	1	26	-100
gain	26	1	-100
gain	1	27	-100
gain	27	1	-100
gain	1	28	-100
gain	28	1	-100
gain	1	29	-100
gain	29	1	-100
gain	1	30	-100
gain	30	1	-100
gain	1	31	-100
gain	31	1	-100
gain	1	32	-100
gain	32	1	-100
gain	2	3	-70
gain	3	2	-70
gain	2	4	-70
