gain	0	1	-100
gain	1	0	-100
gain	0	2	-100
gain	2	0	-100
gain	0	3	-100
gain	3	0	-100
gain	0	4	-100
gain	4	0	-100
gain	0	5	-100
gain	5	0	-100
gain	0	6	-100
gain	6	0	-100
gain	0	7	-100
gain	7	0	-100
gain	0	8	-100
gain	8	0	-100
gain	0	9	-100
gain	9	0	-100
gain	0	10	-100
gain	10	0	-100
gain	0	11	-100
gain	11	0	-100
gain	0	12	-100
gain	12	0	-100
gain	0	13	-100
gain	13	0	-100
gain	0	14	-100
gain	14	0	-100
gain	0	15	-100
gain	15	0	-100
gain	0	16	-100
gain	16	0	-100
gain	0	17	-100
gain	17	0	-100
gain	0	18	-100
gain	18	0	-100
gain	0	19	-100
gain	19	0	-100
gain	0	20	-100
gain	20	0	-100
gain	0	21	-100
gain	21	0	-100
gain	0	22	-100
gain	22	0	-100
gain	0	23	-100
gain	23	0	-100
gain	0	24	-100
gain	24	0	-100
gain	0	25	-100
gain	25	0	-100
gain	0	26	-100
gain	26	0	-100
gain	0	27	-100
gain	27	0	-100
gain	0	28	-100
gain	28	0	-100
gain	0	29	-100
gain	29	0	-100
gain	0	30	-100
gain	30	0	-100
gain	0	31	-100
gain	31	0	-100
gain	0	32	-100
gain	32	0	-100
gain	0	33	-100
gain	33	0	-100
gain	0	34	-100
gain	34	0	-100
gain	0	35	-100
gain	35	0	-100
gain	0	36	-100
gain	36	0	-100
gain	0	37	-100
gain	37	0	-100
gain	0	38	-100
gain	38	0	-100
gain	0	39	-100
gain	39	0	-100
gain	0	40	-100
gain	40	0	-100
gain	0	41	-100
gain	41	0	-100
gain	0	42	-100
gain	42	0	-100
gain	0	43	-100
gain	43	0	-100
gain	0	44	-100
gain	44	0	-100
gain	0	45	-100
gain	45	0	-100
gain	0	46	-100
gain	46	0	-100
gain	0	47	-100
gain	47	0	-100
gain	0	48	-100
gain	48	0	-100
gain	0	49	-100
gain	49	0	-100
gain	0	50	-100
gain	50	0	-100
gain	0	51	-100
gain	51	0	-100
gain	0	52	-100
gain	52	0	-100
gain	0	53	-100
gain	53	0	-100
gain	0	54	-100
gain	54	0	-100
gain	0	55	-100
gain	55	0	-100
gain	0	56	-100
gain	56	0	-100
gain	0	57	-100
gain	57	0	-100
gain	0	58	-100
gain	58	0	-100
gain	0	59	-100
gain	59	0	-100
gain	0	60	-100
gain	60	0	-100
gain	0	61	-100
gain	61	0	-100
gain	0	62	-100
gain	62	0	-100
gain	0	63	-100
gain	63	0	-100
gain	0	64	-100
gain	64	0	-100
gain	0	65	-100
